Entry,Catalyst,SMILES,Activity (g/gCr h),Productivity (g/gCr h),TOF,SC6 (wt%),S1-C6 (wt%),SC8 (wt%),S1-C8 (wt%),1-C6 in C6 (%),1-C8 in C8 (%),"Sα (1-C6 + 1-C8, wt%)",Solids (wt%),Temperature (℃),Pressure,Cr(III),Cr source,Ligand,Solvent,Solvent (ml),Activator,Activator (eq),Time (min),PE (wt%),DOI
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2962,,,53.38,,17.01,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2788,,,46.59,,18.36,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,900,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2308,,,42.92,,19.19,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,1300,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2500,,,42,,13.58,,,,,,15,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,3135,,,59.92,,14.72,,,,,,35,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,3827,,,60.78,,13.7,,,,,,45,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2962,,,56.62,,10.82,,,,,,65,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2058,,,46.38,,13.56,,,,,,45,0.3MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,3692,,,43.26,,28.79,,,,,,45,0.7MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,4288,,,49.69,,30.37,,,,,,45,1MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,11904,,,40.85,,42.81,,,,,,45,2MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,11000,,,41.64,,33.19,,,,,,45,1MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,18577,,,39.35,,46.91,,,,,,45,2MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,26596,,,34.06,,50.68,,,,,,45,4MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2962,,,53.38,,17.01,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2288,,,6.53,,13.53,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,DEAC,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,1769,,,19.18,,15.7,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,EADC,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,20.19,,,13.52,,14.16,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Toluene,50,EASC,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2654,,,43.7,,12.39,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Methylcyclohexane,50,MAO,500,30 min,,10.1002/aoc.5904
,,CCCCCCCCCCCCCCN(CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1)CCC(=O)NCCN(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,2423,,,39.25,,8.55,,,,,,25,0.5MPa,2,CrCl3(THF)3,1,Cyclohexane,50,MAO,500,30 min,,10.1002/aoc.5904
1,,C1=CC=C(P(C2=CC=CC=C2)N(C2CCCC2)P(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,33000,,,27.7,27.3953,50,49.35,98.9,98.7,76.7453,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.3,10.1016/j.jcat.2021.09.025
2,,CCP(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,46000,,,37.6,36.5096,36,35.64,97.1,99,72.1496,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.5,10.1016/j.jcat.2021.09.025
3,,CCP(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,6000,,,65.2,64.0916,28.3,27.168,98.3,96,91.2596,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.8,10.1016/j.jcat.2021.09.025
4,,CC(C)P(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,3000,,,86.7,86.0931,-,-,99.3,-,,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,1.9,10.1016/j.jcat.2021.09.025
5,,CC(C)(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,1000,,,50.6,49.588,-,-,98,-,,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,9.4,10.1016/j.jcat.2021.09.025
6,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,155000,,,58.1,57.4028,12.9,12.8097,98.8,99.3,70.2125,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.4,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,127000,,,43.1,42.4966,31.5,31.185,98.6,99,73.6816,,15,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.5,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,128000,,,51.2,50.8928,23.4,23.1894,99.4,99.1,74.0822,,30,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.4,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,155000,,,58.1,57.4028,12.9,12.8097,98.8,99.3,70.2125,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.4,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,80000,,,68.2,67.3816,10.2,10.098,98.8,99,77.4796,,70,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.2,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,58000,,,77.9,73.7713,4.9,4.3953,94.7,89.7,78.1666,,90,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.3,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,155000,,,58.1,57.4028,12.9,12.8097,98.8,99.3,70.2125,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.4,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,442000,,,56.9,55.9896,21.3,21.1935,98.4,99.5,77.1831,,50,4MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.1,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,30000,,,54.7,54.0983,16.1,15.5848,98.9,96.8,69.6831,,50,1MPa,0.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,1.5,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,71000,,,58.2,57.618,10.5,10.185,99,97,67.803,,50,1MPa,0.6,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,1.1,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,193000,,,78.4,76.5184,20,19.84,97.6,99.2,96.3584,,50,1MPa,1.2,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.1,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,155000,,,58.1,57.4028,12.9,12.8097,98.8,99.3,70.2125,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.4,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,4000,,,73,72.416,17.3,16.2101,99.2,93.7,88.6261,,50,1MPa,4.8,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,2,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,1000,,,59.8,58.903,14.3,13.871,98.5,97,72.774,,50,1MPa,9.6,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,6.7,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,5000,,,78.8,78.3272,17.9,17.2556,99.4,96.4,95.5828,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,100,30 min,1.8,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,97000,,,61.3,59.8901,15.9,15.5661,97.7,97.9,75.4562,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,300,30 min,0.1,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,155000,,,58.1,57.4028,12.9,12.8097,98.8,99.3,70.2125,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.4,10.1016/j.jcat.2021.09.025
,,CC(C)P(N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1)C(C)(C)C,76000,,,55,53.845,23.3,22.9971,97.9,98.7,76.8421,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,700,30 min,0.5,10.1016/j.jcat.2021.09.025
7,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,78000,,,36.3,35.574,35.9,35.6487,98,99.3,71.2227,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.5,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,12000,,,22,21.78,61.9,60.9715,99,98.5,82.7515,,15,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.6,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,34000,,,27.9,27.6768,61.9,61.4667,99.2,99.3,89.1435,,30,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.9,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,78000,,,36.3,35.574,35.9,35.6487,98,99.3,71.2227,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.5,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,11000,,,62.3,61.7393,29.2,28.5868,99.1,97.9,90.3261,,70,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,1,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,9000,,,86.7,85.4862,5.2,5.096,98.6,98,90.5822,,90,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.3,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,78000,,,36.3,35.574,35.9,35.6487,98,99.3,71.2227,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.5,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,207000,,,15.8,15.3576,64.8,64.2168,97.2,99.1,79.5744,,50,4MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.3,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,10000,,,32.2,30.8798,55.6,52.542,95.9,94.5,83.4218,,50,1MPa,0.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,3,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,54000,,,47.2,45.4536,36.3,35.6829,96.3,98.3,81.1365,,50,1MPa,0.6,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.2,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,78000,,,36.6,35.5386,44,43.692,97.1,99.3,79.2306,,50,1MPa,1.2,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.1,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,78000,,,36.3,35.574,35.9,35.6487,98,99.3,71.2227,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.4,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,17000,,,36.7,35.7458,41.8,41.5492,97.4,99.4,77.295,,50,1MPa,4.8,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.9,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,8000,,,41.4,40.1166,35,34.72,96.9,99.2,74.8366,,50,1MPa,9.6,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,2.1,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,5000,,,95.3,93.5846,-,-,98.2,-,,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,100,30 min,-,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,10000,,,56.9,55.8758,33.2,32.5692,98.2,98.1,88.445,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,300,30 min,0.4,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,78000,,,36.3,35.574,35.9,35.6487,98,99.3,71.2227,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.5,10.1016/j.jcat.2021.09.025
,,CCP(CC)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,40000,,,37.7,36.7952,42,41.664,97.6,99.2,78.4592,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,700,30 min,0.6,10.1016/j.jcat.2021.09.025
8,,CP(C)N(C1CCCC1)P(C1=CC=CC=C1)C1=CC=CC=C1,1000,,,37.4,36.091,-,-,96.5,-,,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,9,10.1016/j.jcat.2021.09.025
9,,CCP(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C(C)C,14000,,,96.2,95.8152,-,-,99.6,-,,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.7,10.1016/j.jcat.2021.09.025
10,,CCP(C1=CC=CC=C1)N(C1CCCC1)P(C1=CC=CC=C1)C(C)C,17000,,,57.5,56.9825,33,32.076,99.1,97.2,89.0585,,50,1MPa,2.4,CrCl3(THF)3,1,Methylcyclohexane,20,MMAO-3A,500,30 min,0.7,10.1016/j.jcat.2021.09.025
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,0,,,,,,,,,,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO,0,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,73077,,,3.53,12.29,,69.46,,,81.75,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO,100,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,262500,,,3.31,13.69,,71.85,,,85.54,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO,200,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,343269,,,3.17,14.16,,71.74,,,85.9,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO,300,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,357692,,,3.25,15.6,,70.9,,,86.5,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO,400,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,144231,,,2.99,13.99,,69.43,,,83.42,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO,500,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,0,,,,,,,,,,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO (TMA-free),0,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,18462,,,3.74,23.03,,63.62,,,86.65,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO (TMA-free),100,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,429808,,,3.7,18.66,,72.65,,,91.31,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO (TMA-free),300,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,689231,,,3.67,17.34,,70.44,,,87.78,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO (TMA-free),500,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,758269,,,3.57,16.24,,71.31,,,87.55,,20,5MPa,,Cr(acac)3,,cyclohexane,200,MAO (TMA-free),700,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,0,,,,,,,,,,,20,5MPa,,Cr(acac)3,,cyclohexane,200,i-BAO,0,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,3654,,,10.67,51.12,,16.58,,,50.56,,20,5MPa,,Cr(acac)3,,cyclohexane,200,i-BAO,100,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,6154,,,10.95,33.98,,19.07,,,70.19,,20,5MPa,,Cr(acac)3,,cyclohexane,200,i-BAO,200,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,5961,,,16.04,28.71,,12.03,,,40.74,,20,5MPa,,Cr(acac)3,,cyclohexane,200,i-BAO,300,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,5961,,,11.81,27.87,,10.66,,,38.53,,20,5MPa,,Cr(acac)3,,cyclohexane,200,i-BAO,400,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,3462,,,12.63,23.66,,7.67,,,31.33,,20,5MPa,,Cr(acac)3,,cyclohexane,200,i-BAO,500,30 min,,10.1016/j.catcom.2006.10.032
,,CC(C)N(P(C1=CC=CC=C1)C1=CC=CC=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,0,,,,,,,,,,,20,5MPa,,Cr(acac)3,,cyclohexane,200,EAO,0,30 min,,10.1016/j.catcom.2006.10.032
